cve_municipio,cve_delegacion,cve_entidad,descripción entidad,descripción municipio
M31,13,13,Hidalgo,Juárez Hidalgo
M32,13,13,Hidalgo,Lolotla
M33,13,13,Hidalgo,San Agustín Metzquititlán
M34,13,13,Hidalgo,Metztitlán
M35,13,13,Hidalgo,Mineral del Chico
M36,13,13,Hidalgo,Molango de Escamilla
M37,13,13,Hidalgo,Tianguistengo
M38,13,13,Hidalgo,Xochicoatlán
M39,13,13,Hidalgo,Zacualtipán de Ángeles
M41,13,13,Hidalgo,Omitlán de Juárez
M44,13,13,Hidalgo,Tlahuiltepa
M54,13,13,Hidalgo,Tezontepec de Aldama
N38,13,13,Hidalgo,Mixquiahuala de Juárez
N39,13,13,Hidalgo,Progreso de Obregón
N40,13,13,Hidalgo,Tlahuelilpan
N41,13,13,Hidalgo,Atitalaquia
N42,13,13,Hidalgo,Tlaxcoapan
N43,13,13,Hidalgo,Tetepango
N44,13,13,Hidalgo,Ajacuba
N45,13,13,Hidalgo,Ixmiquilpan
N46,13,13,Hidalgo,Tasquillo
R92,13,13,Hidalgo,Alfajayucan
R93,13,13,Hidalgo,El Arenal
R94,13,13,Hidalgo,Cardonal
R95,13,13,Hidalgo,Chapantongo
R96,13,13,Hidalgo,Chapulhuacán
R97,13,13,Hidalgo,Chilcuautla
R98,13,13,Hidalgo,Francisco I. Madero
R99,13,13,Hidalgo,Huichapan
S01,13,13,Hidalgo,Jacala de Ledezma
S02,13,13,Hidalgo,La Misión
S03,13,13,Hidalgo,Nicolás Flores
S04,13,13,Hidalgo,Nopala de Villagrán
S05,13,13,Hidalgo,Pacula
S06,13,13,Hidalgo,Pisaflores
S07,13,13,Hidalgo,San Agustín Tlaxiaca
S08,13,13,Hidalgo,San Salvador
S09,13,13,Hidalgo,Santiago de Anaya
S10,13,13,Hidalgo,Tecozautla
S11,13,13,Hidalgo,Tepetitlán
S12,13,13,Hidalgo,Villa de Tezontepec
S13,13,13,Hidalgo,Tolcayuca
S14,13,13,Hidalgo,Zapotlán de Juárez
S15,13,13,Hidalgo,Zimapán
B76,14,14,Jalisco,Acatlán de Juárez
B77,14,14,Jalisco,Ahualulco de Mercado
B78,14,14,Jalisco,Amatitán
B79,14,14,Jalisco,Ameca
B80,14,14,Jalisco,Arandas
B81,14,14,Jalisco,Atotonilco el Alto
B82,14,14,Jalisco,Autlán de Navarro
B83,14,14,Jalisco,Casimiro Castillo
B84,14,14,Jalisco,Zapotlán el Grande
B85,14,14,Jalisco,Cocula
B86,14,14,Jalisco,Chapala
B87,14,14,Jalisco,El Arenal
B88,14,14,Jalisco,El Salto
B89,14,14,Jalisco,Guachinango
B90,14,14,Jalisco,Guadalajara
B91,14,14,Jalisco,Ixtlahuacán de los Membrillos
B92,14,14,Jalisco,La Barca
B93,14,14,Jalisco,La Huerta
B94,14,14,Jalisco,Lagos de Moreno
B95,14,14,Jalisco,Ocotlán
B96,14,14,Jalisco,Pihuamo
B97,14,14,Jalisco,Poncitlán
B98,14,14,Jalisco,Puerto Vallarta
B99,14,14,Jalisco,San Juan de los Lagos
C01,14,14,Jalisco,San Martín Hidalgo
C02,14,14,Jalisco,Gómez Farías
C03,14,14,Jalisco,Sayula
C04,14,14,Jalisco,Tala
C05,14,14,Jalisco,Tamazula de Gordiano
C06,14,14,Jalisco,Tecalitlán
C07,14,14,Jalisco,Tecolotlán
C08,14,14,Jalisco,Teocaltiche
C09,14,14,Jalisco,Tepatitlán de Morelos
C10,14,14,Jalisco,Tequila
C11,14,14,Jalisco,Teuchitlán
C12,14,14,Jalisco,San Pedro Tlaquepaque
C13,14,14,Jalisco,Tonila
C14,14,14,Jalisco,Tuxpan
C15,14,14,Jalisco,Villa Corona
C16,14,14,Jalisco,Zapopan
C17,14,14,Jalisco,Zapotiltic
H16,14,14,Jalisco,Tomatlán
H59,14,14,Jalisco,Ayotlán
H60,14,14,Jalisco,Cihuatlán
H61,14,14,Jalisco,Encarnación de Díaz
H62,14,14,Jalisco,Etzatlán
H63,14,14,Jalisco,El Grullo
H64,14,14,Jalisco,Jalostotitlán
H65,14,14,Jalisco,Jocotepec
H66,14,14,Jalisco,Magdalena
H67,14,14,Jalisco,Tonalá
H68,14,14,Jalisco,Tlajomulco de Zúñiga
H69,14,14,Jalisco,Yahualica de González Gallo
H70,14,14,Jalisco,Zacoalco de Torres
H71,14,14,Jalisco,Zapotlanejo
I10,14,14,Jalisco,Villa Hidalgo
L29,14,14,Jalisco,San Juanito de Escobedo
L30,14,14,Jalisco,Cuquío
L31,14,14,Jalisco,Hostotipaquillo
L32,14,14,Jalisco,Mexticacán
L33,14,14,Jalisco,San Marcos
L34,14,14,Jalisco,Valle de Guadalupe
L35,14,14,Jalisco,Cañadas de Obregón
L41,14,14,Jalisco,Mezquitic
L46,14,14,Jalisco,Ixtlahuacán del Río
N47,14,14,Jalisco,Santa María de los Ángeles
N48,14,14,Jalisco,Villa Guerrero
N49,14,14,Jalisco,San Miguel el Alto
N50,14,14,Jalisco,Unión de San Antonio
N51,14,14,Jalisco,Valle de Juárez
N52,14,14,Jalisco,Quitupan
N53,14,14,Jalisco,Tizapán el Alto
N54,14,14,Jalisco,Concepción de Buenos Aires
N55,14,14,Jalisco,Teocuitatlán de Corona
N56,14,14,Jalisco,Amacueca
N57,14,14,Jalisco,Atoyac
N58,14,14,Jalisco,Tapalpa
N59,14,14,Jalisco,Juchitlán
N60,14,14,Jalisco,Tenamaxtlán
N61,14,14,Jalisco,Ejutla
N62,14,14,Jalisco,Cuautla
N63,14,14,Jalisco,Talpa de Allende
N64,14,14,Jalisco,Colotlán
N65,14,14,Jalisco,Totatiche
N66,14,14,Jalisco,La Manzanilla de la Paz
N67,14,14,Jalisco,Tuxcueca
N68,14,14,Jalisco,Techaluta de Montenegro
N69,14,14,Jalisco,San Gabriel
N70,14,14,Jalisco,Unión de Tula
N71,14,14,Jalisco,Ayutla
N72,14,14,Jalisco,Mascota
N73,14,14,Jalisco,Mazamitla
N74,14,14,Jalisco,Juanacatlán
N75,14,14,Jalisco,Jamay
N76,14,14,Jalisco,Villa Purificación
N77,14,14,Jalisco,Cuautitlán de García Barragán
N78,14,14,Jalisco,Jesús María
N79,14,14,Jalisco,El Limón
N80,14,14,Jalisco,Tototlán
N81,14,14,Jalisco,Bolaños
O57,14,14,Jalisco,Degollado
R12,14,14,Jalisco,Guadalajara
R13,14,14,Jalisco,Guadalajara
R14,14,14,Jalisco,Guadalajara
R15,14,14,Jalisco,Guadalajara
S16,14,14,Jalisco,Acatic
S17,14,14,Jalisco,Chimaltitán
S18,14,14,Jalisco,Huejúcar
S19,14,14,Jalisco,Huejuquilla el Alto
S20,14,14,Jalisco,Ojuelos de Jalisco
S21,14,14,Jalisco,San Cristóbal de la Barranca
S22,14,14,Jalisco,San Diego de Alejandría
S23,14,14,Jalisco,San Julián
S24,14,14,Jalisco,San Martín de Bolaños
S25,14,14,Jalisco,Atemajac de Brizuela
S26,14,14,Jalisco,Atengo
S27,14,14,Jalisco,Atenguillo
S28,14,14,Jalisco,Cabo Corrientes
S29,14,14,Jalisco,Chiquilistlán
S30,14,14,Jalisco,Jilotlán de los Dolores
S31,14,14,Jalisco,Santa María del Oro
S32,14,14,Jalisco,Mixtlán
S33,14,14,Jalisco,San Sebastián del Oeste
S34,14,14,Jalisco,Tolimán
S35,14,14,Jalisco,Tonaya
S36,14,14,Jalisco,Tuxcacuesco
S37,14,14,Jalisco,Zapotitlán de Vadillo
S38,14,14,Jalisco,Zapotlán del Rey
Z29,14,14,Jalisco,Zapopan
Z36,14,14,Jalisco,San Ignacio Cerro Gordo
C19,15,15,Estado México,Acolman
C20,15,15,Estado México,Amecameca
C21,15,15,Estado México,Atenco
C22,15,15,Estado México,Atizapán de Zaragoza
C23,15,15,Estado México,Atlautla
C24,15,15,Estado México,Ayapango
C25,15,15,Estado México,Coacalco de Berriozábal
C26,15,15,Estado México,Cocotitlán
C27,15,15,Estado México,Coyotepec
C28,15,15,Estado México,Cuautitlán
C29,15,15,Estado México,Chalco
C30,15,15,Estado México,Chapa de Mota
C31,15,15,Estado México,Chiautla
C32,15,15,Estado México,Chicoloapan
C33,15,15,Estado México,Chiconcuac
C34,15,15,Estado México,Chimalhuacán
C35,15,15,Estado México,Ecatepec de Morelos
C36,15,15,Estado México,Huehuetoca
C38,15,15,Estado México,Ixtapaluca
C39,15,15,Estado México,La Paz
C40,15,15,Estado México,Melchor Ocampo
C42,15,15,Estado México,Nezahualcóyotl
C43,15,15,Estado México,Nicolás Romero
C44,15,15,Estado México,Ozumba
C45,15,15,Estado México,Papalotla
C46,15,15,Estado México,Tecámac
C47,15,15,Estado México,Teoloyucan
C48,15,15,Estado México,Teotihuacán
C49,15,15,Estado México,Tepetlaoxtoc
C50,15,15,Estado México,Texcoco
C51,15,15,Estado México,Tezoyuca
C52,15,15,Estado México,Tlalmanalco
C53,15,15,Estado México,Tlalnepantla de Baz
C54,15,15,Estado México,Tultepec
C55,15,15,Estado México,Tultitlán
C56,15,15,Estado México,Villa del Carbón
C57,15,15,Estado México,Ecatzingo
C58,15,15,Estado México,Juchitepec
C63,15,15,Estado México,Temamatla
C64,15,15,Estado México,Tenango del Aire
C65,15,15,Estado México,Tepetlixpa
C66,15,15,Estado México,Tepotzotlán
C70,15,15,Estado México,Apaxco
H49,15,15,Estado México,Zumpango
H50,15,15,Estado México,Jilotepec
L88,15,15,Estado México,Axapusco
L89,15,15,Estado México,Nopaltepec
L90,15,15,Estado México,Otumba
L91,15,15,Estado México,San Martín de las Pirámides
M49,15,15,Estado México,Cuautitlán Izcalli
S41,15,15,Estado México,Soyaniquilpan de Juárez
S49,15,15,Estado México,Hueypoxtla
S50,15,15,Estado México,Jaltenco
S51,15,15,Estado México,Nextlalpan
S52,15,15,Estado México,Temascalapa
S53,15,15,Estado México,Tequixquiac
Y74,15,15,Estado México,Valle de Chalco Solidaridad
Z16,15,15,Estado México,Tonanitla
C37,16,15,Estado México,Huixquilucan
C41,16,15,Estado México,Naucalpan de Juárez
C59,16,15,Estado México,Lerma
C60,16,15,Estado México,Metepec
C61,16,15,Estado México,Otzolotepec
C62,16,15,Estado México,San Mateo Atenco
C67,16,15,Estado México,Toluca
C68,16,15,Estado México,Zinacantepec
C69,16,15,Estado México,Ocoyoacac
C71,16,15,Estado México,Ixtapan de la Sal
C72,16,15,Estado México,Ixtlahuaca
C73,16,15,Estado México,Jocotitlán
C74,16,15,Estado México,Tenancingo
H25,16,15,Estado México,Tianguistenco
H51,16,15,Estado México,Valle de Bravo
L44,16,15,Estado México,Almoloya del Río
L45,16,15,Estado México,Capulhuac
L98,16,15,Estado México,Acambay de Ruíz Castañeda
M63,16,15,Estado México,Jilotzingo
M64,16,15,Estado México,Isidro Fabela
N84,16,15,Estado México,Tejupilco
N85,16,15,Estado México,Atlacomulco
N86,16,15,Estado México,Temascalcingo
N87,16,15,Estado México,Timilpan
N88,16,15,Estado México,Morelos
N89,16,15,Estado México,Temoaya
N90,16,15,Estado México,Jiquipilco
N91,16,15,Estado México,Tenango del Valle
N92,16,15,Estado México,Calimaya
N93,16,15,Estado México,Mexicaltzingo
N94,16,15,Estado México,Rayón
N95,16,15,Estado México,San Antonio la Isla
N96,16,15,Estado México,El Oro
N98,16,15,Estado México,Villa Victoria
N99,16,15,Estado México,Villa de Allende
O01,16,15,Estado México,Sultepec
O02,16,15,Estado México,Texcaltitlán
O03,16,15,Estado México,Almoloya de Alquisiras
O04,16,15,Estado México,Temascaltepec
O05,16,15,Estado México,San Simón de Guerrero
O06,16,15,Estado México,Malinalco
O07,16,15,Estado México,Ocuilan
O08,16,15,Estado México,Donato Guerra
O09,16,15,Estado México,Amanalco
O10,16,15,Estado México,Xonacatlán
O11,16,15,Estado México,Almoloya de Juárez
O12,16,15,Estado México,Xalatlaco
O13,16,15,Estado México,Texcalyacac
O14,16,15,Estado México,Chapultepec
O15,16,15,Estado México,Villa Guerrero
O16,16,15,Estado México,Zumpahuacán
O17,16,15,Estado México,Joquicingo
O18,16,15,Estado México,Tonatico
O19,16,15,Estado México,Coatepec Harinas
O20,16,15,Estado México,San Felipe del Progreso
R11,16,15,Estado México,Atizapán
S39,16,15,Estado México,Aculco
S40,16,15,Estado México,Zacualpan
S42,16,15,Estado México,Amatepec
S43,16,15,Estado México,Ixtapan del Oro
S44,16,15,Estado México,Otzoloapan
S45,16,15,Estado México,Santo Tomás
S46,16,15,Estado México,Tlatlaya
S47,16,15,Estado México,Zacazonapan
S48,16,15,Estado México,Polotitlán
Z03,16,15,Estado México,Luvianos
Z04,16,15,Estado México,San José del Rincón
O61,6,16,Michoacán de Ocampo,Chinicuila
O81,6,16,Michoacán de Ocampo,Coahuayana
O82,6,16,Michoacán de Ocampo,Aquila
C75,17,16,Michoacán de Ocampo,Apatzingán
C76,17,16,Michoacán de Ocampo,Arteaga
C77,17,16,Michoacán de Ocampo,Cotija
C78,17,16,Michoacán de Ocampo,Charapan
C79,17,16,Michoacán de Ocampo,Cherán
C80,17,16,Michoacán de Ocampo,Chilchota
C81,17,16,Michoacán de Ocampo,Gabriel Zamora
C82,17,16,Michoacán de Ocampo,Hidalgo
C83,17,16,Michoacán de Ocampo,Jacona
C84,17,16,Michoacán de Ocampo,Jiquilpan
C85,17,16,Michoacán de Ocampo,Jungapeo
C86,17,16,Michoacán de Ocampo,La Piedad
C87,17,16,Michoacán de Ocampo,Lázaro Cárdenas
C88,17,16,Michoacán de Ocampo,Los Reyes
C89,17,16,Michoacán de Ocampo,Morelia
C90,17,16,Michoacán de Ocampo,Múgica
C91,17,16,Michoacán de Ocampo,Nocupétaro
C92,17,16,Michoacán de Ocampo,Nuevo Urecho
C93,17,16,Michoacán de Ocampo,Parácuaro
C94,17,16,Michoacán de Ocampo,Paracho
C95,17,16,Michoacán de Ocampo,Pátzcuaro
C96,17,16,Michoacán de Ocampo,Peribán
C97,17,16,Michoacán de Ocampo,Quiroga
C98,17,16,Michoacán de Ocampo,Sahuayo
C99,17,16,Michoacán de Ocampo,Tacámbaro
D01,17,16,Michoacán de Ocampo,Taretan
D02,17,16,Michoacán de Ocampo,Tingüindín
D03,17,16,Michoacán de Ocampo,Tocumbo
D04,17,16,Michoacán de Ocampo,Turicato
D05,17,16,Michoacán de Ocampo,Uruapan
D06,17,16,Michoacán de Ocampo,Venustiano Carranza
D07,17,16,Michoacán de Ocampo,Zacapu
D08,17,16,Michoacán de Ocampo,Zamora
D09,17,16,Michoacán de Ocampo,Zitácuaro
D10,17,16,Michoacán de Ocampo,Tarímbaro
H44,17,16,Michoacán de Ocampo,Angangueo
K77,17,16,Michoacán de Ocampo,Acuitzio
K78,17,16,Michoacán de Ocampo,Ario
K79,17,16,Michoacán de Ocampo,Erongarícuaro
K80,17,16,Michoacán de Ocampo,La Huacana
K81,17,16,Michoacán de Ocampo,Huiramba
K82,17,16,Michoacán de Ocampo,Lagunillas
K83,17,16,Michoacán de Ocampo,Madero
K84,17,16,Michoacán de Ocampo,Salvador Escalante
K85,17,16,Michoacán de Ocampo,Tingambato
K86,17,16,Michoacán de Ocampo,Tzintzuntzan
L22,17,16,Michoacán de Ocampo,Angamacutiro
L23,17,16,Michoacán de Ocampo,José Sixto Verduzco
L24,17,16,Michoacán de Ocampo,Morelos
L25,17,16,Michoacán de Ocampo,Panindícuaro
L26,17,16,Michoacán de Ocampo,Penjamillo
L27,17,16,Michoacán de Ocampo,Puruándiro
M45,17,16,Michoacán de Ocampo,Churumuco
N97,17,16,Michoacán de Ocampo,Tlalpujahua
O21,17,16,Michoacán de Ocampo,Tepalcatepec
O22,17,16,Michoacán de Ocampo,Buenavista
O23,17,16,Michoacán de Ocampo,Pajacuarán
O24,17,16,Michoacán de Ocampo,Zinapécuaro
O25,17,16,Michoacán de Ocampo,Queréndaro
O26,17,16,Michoacán de Ocampo,Indaparapeo
O27,17,16,Michoacán de Ocampo,Ocampo
O28,17,16,Michoacán de Ocampo,Vista Hermosa
O29,17,16,Michoacán de Ocampo,Tanhuato
O30,17,16,Michoacán de Ocampo,Briseñas
O31,17,16,Michoacán de Ocampo,Zináparo
O32,17,16,Michoacán de Ocampo,Churintzio
O33,17,16,Michoacán de Ocampo,Numarán
O34,17,16,Michoacán de Ocampo,Maravatío
O35,17,16,Michoacán de Ocampo,Contepec
O36,17,16,Michoacán de Ocampo,Huetamo
O37,17,16,Michoacán de Ocampo,San Lucas
O39,17,16,Michoacán de Ocampo,Tangancícuaro
O40,17,16,Michoacán de Ocampo,Purépero
O41,17,16,Michoacán de Ocampo,Tlazazalca
O43,17,16,Michoacán de Ocampo,Cojumatlán de Régules
O44,17,16,Michoacán de Ocampo,Irimbo
O45,17,16,Michoacán de Ocampo,Aporo
O46,17,16,Michoacán de Ocampo,Tuxpan
O47,17,16,Michoacán de Ocampo,Senguio
O48,17,16,Michoacán de Ocampo,Charo
O49,17,16,Michoacán de Ocampo,Álvaro Obregón
O50,17,16,Michoacán de Ocampo,Chavinda
O51,17,16,Michoacán de Ocampo,Tangamandapio
O52,17,16,Michoacán de Ocampo,Ziracuaretiro
O53,17,16,Michoacán de Ocampo,Nuevo Parangaricutiro
O54,17,16,Michoacán de Ocampo,Coeneo
O55,17,16,Michoacán de Ocampo,Jiménez
O56,17,16,Michoacán de Ocampo,Yurécuaro
O59,17,16,Michoacán de Ocampo,Nahuatzen
O60,17,16,Michoacán de Ocampo,Ecuandureo
O62,17,16,Michoacán de Ocampo,Villamar
O63,17,16,Michoacán de Ocampo,Coalcomán de Vázquez Pallares
O64,17,16,Michoacán de Ocampo,Tiquicheo de Nicolás Romero
O65,17,16,Michoacán de Ocampo,Tumbiscatío
O66,17,16,Michoacán de Ocampo,Tuzantla
O67,17,16,Michoacán de Ocampo,Aguililla
O68,17,16,Michoacán de Ocampo,Huaniqueo
O69,17,16,Michoacán de Ocampo,Ixtlán
O70,17,16,Michoacán de Ocampo,Tancítaro
O71,17,16,Michoacán de Ocampo,Carácuaro
O72,17,16,Michoacán de Ocampo,Cuitzeo
O73,17,16,Michoacán de Ocampo,Chucándiro
O74,17,16,Michoacán de Ocampo,Santa Ana Maya
O75,17,16,Michoacán de Ocampo,Huandacareo
O76,17,16,Michoacán de Ocampo,Copándaro
O77,17,16,Michoacán de Ocampo,Tzitzio
O78,17,16,Michoacán de Ocampo,Marcos Castellanos
O79,17,16,Michoacán de Ocampo,Juárez
O80,17,16,Michoacán de Ocampo,Susupuato
S54,17,16,Michoacán de Ocampo,Epitacio Huerta
Z45,17,16,Michoacán de Ocampo,Morelia
D11,18,17,Morelos,Amacuzac
D12,18,17,Morelos,Ayala
D13,18,17,Morelos,Coatlán del Río
D14,18,17,Morelos,Cuautla
D15,18,17,Morelos,Cuernavaca
D16,18,17,Morelos,Emiliano Zapata
D17,18,17,Morelos,Jiutepec
D18,18,17,Morelos,Jojutla
D19,18,17,Morelos,Jonacatepec
D20,18,17,Morelos,Mazatepec
D21,18,17,Morelos,Miacatlán
D22,18,17,Morelos,Puente de Ixtla
D23,18,17,Morelos,Temixco
D24,18,17,Morelos,Tepoztlán
D25,18,17,Morelos,Tetecala
D26,18,17,Morelos,Tlaltizapán de Zapata
D27,18,17,Morelos,Tlaquiltenango
D28,18,17,Morelos,Tlayacapan
D29,18,17,Morelos,Xochitepec
D30,18,17,Morelos,Yautepec
D31,18,17,Morelos,Zacatepec
L54,18,17,Morelos,Atlatlahucan
L55,18,17,Morelos,Axochiapan
L56,18,17,Morelos,Jantetelco
L57,18,17,Morelos,Ocuituco
L58,18,17,Morelos,Tepalcingo
L59,18,17,Morelos,Tetela del Volcán
L60,18,17,Morelos,Tlalnepantla
L61,18,17,Morelos,Totolapan
L64,18,17,Morelos,Yecapixtla
L65,18,17,Morelos,Zacualpan de Amilpas
P07,18,17,Morelos,Temoac
S55,18,17,Morelos,Huitzilac
Z43,18,17,Morelos,Coatetelco
Z44,18,17,Morelos,Xoxocotla
D32,19,18,Nayarit,Xalisco
D33,19,18,Nayarit,Santa María del Oro
D34,19,18,Nayarit,Santiago Ixcuintla
D35,19,18,Nayarit,Tepic
D36,19,18,Nayarit,Tuxpan
H10,19,18,Nayarit,Ruíz
H11,19,18,Nayarit,Compostela
H12,19,18,Nayarit,San Blas
H13,19,18,Nayarit,Acaponeta
H14,19,18,Nayarit,Tecuala
H15,19,18,Nayarit,Rosamorada
L36,19,18,Nayarit,Ahuacatlán
L37,19,18,Nayarit,Amatlán de Cañas
L38,19,18,Nayarit,Ixtlán del Río
L47,19,18,Nayarit,Jala
P09,19,18,Nayarit,San Pedro Lagunillas
S56,19,18,Nayarit,Huajicori
S57,19,18,Nayarit,Del Nayar
S58,19,18,Nayarit,La Yesca
Y43,19,18,Nayarit,Bahía de Banderas
D37,20,19,Nuevo León,Allende
D38,20,19,Nuevo León,Apodaca
D39,20,19,Nuevo León,Cadereyta Jiménez
D40,20,19,Nuevo León,El Carmen
D41,20,19,Nuevo León,García
D42,20,19,Nuevo León,San Pedro Garza García
D43,20,19,Nuevo León,General Escobedo
D44,20,19,Nuevo León,General Terán
D45,20,19,Nuevo León,Guadalupe
D46,20,19,Nuevo León,Hualahuises
D47,20,19,Nuevo León,Juárez
D48,20,19,Nuevo León,Linares
D49,20,19,Nuevo León,Montemorelos
D50,20,19,Nuevo León,Monterrey
D51,20,19,Nuevo León,Pesquería
D52,20,19,Nuevo León,Sabinas Hidalgo
D53,20,19,Nuevo León,Salinas Victoria
D54,20,19,Nuevo León,San Nicolás de los Garza
D55,20,19,Nuevo León,Santa Catarina
D56,20,19,Nuevo León,Santiago
H45,20,19,Nuevo León,Hidalgo
P10,20,19,Nuevo León,Anáhuac
P12,20,19,Nuevo León,Lampazos de Naranjo
P13,20,19,Nuevo León,Agualeguas
P14,20,19,Nuevo León,Parás
P15,20,19,Nuevo León,Aramberri
P16,20,19,Nuevo León,General Zaragoza
P17,20,19,Nuevo León,Cerralvo
P18,20,19,Nuevo León,Melchor Ocampo
P19,20,19,Nuevo León,General Treviño
P20,20,19,Nuevo León,Ciénega de Flores
P21,20,19,Nuevo León,General Zuazua
P22,20,19,Nuevo León,Marín
P23,20,19,Nuevo León,Doctor González
P24,20,19,Nuevo León,Higueras
P25,20,19,Nuevo León,China
P26,20,19,Nuevo León,General Bravo
P27,20,19,Nuevo León,Doctor Coss
P28,20,19,Nuevo León,Los Aldamas
P29,20,19,Nuevo León,Los Ramones
P30,20,19,Nuevo León,Los Herreras
P32,20,19,Nuevo León,Abasolo
P33,20,19,Nuevo León,Mina
P34,20,19,Nuevo León,Villaldama
P35,20,19,Nuevo León,Bustamante
P36,20,19,Nuevo León,Vallecillo
P37,20,19,Nuevo León,Doctor Arroyo
P38,20,19,Nuevo León,Mier y Noriega
P39,20,19,Nuevo León,Galeana
P40,20,19,Nuevo León,Iturbide
P41,20,19,Nuevo León,Rayones
Y37,20,19,Nuevo León,Monterrey
Y38,20,19,Nuevo León,Monterrey
Y39,20,19,Nuevo León,Monterrey
Y40,20,19,Nuevo León,Monterrey
