tag,year,product_hs92_code_4d,import_value,share_on_total_imports,HS4 ID,HS4,2020,2021,2022,2023
paises_interes,2020,3003,76427345,0.08183264329804234,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
paises_interes,2020,3004,709553995,0.010035155084076992,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
paises_interes,2020,3006,525875766,0.19601990748554485,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
paises_interes,2020,3208,17054308,0.027392862768964736,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
paises_interes,2020,3212,13706787,0.07183320614320711,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
paises_interes,2020,3215,18661979,0.0354447490060901,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
paises_interes,2020,3305,51908115,0.040621687331157876,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
paises_interes,2020,3406,323109381,0.5040102609204551,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
paises_interes,2020,3809,4894099,0.026960214903932214,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
paises_interes,2020,3810,3563896,0.046608755124251854,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
paises_interes,2020,3904,53498001,0.06280015531352189,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
paises_interes,2020,3920,678731990,0.12945195866160297,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
paises_interes,2020,3921,364647568,0.14000300153233183,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
paises_interes,2020,3926,9192403942,0.5815727989851024,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
paises_interes,2020,4809,3821555,0.052498876919359956,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
paises_interes,2020,4811,116133874,0.08920955786036235,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
paises_interes,2020,4901,370601027,0.2348916402770348,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
paises_interes,2020,4908,54329004,0.39029958510027113,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
paises_interes,2020,4911,349461401,0.34317730362743476,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
paises_interes,2020,5503,134686734,0.23925166347176505,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
paises_interes,2020,6810,883967882,0.38951397472629673,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
paises_interes,2020,7225,24792626,0.025678187761132273,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
paises_interes,2020,7226,3325587,0.021666694160594614,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
paises_interes,2020,7308,1487150552,0.28630231467787853,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
paises_interes,2020,7309,18699096,0.05377227510955588,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
paises_interes,2020,7607,222066434,0.19538633551396767,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
paises_interes,2020,8211,482418976,0.6619318048037476,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
paises_interes,2020,8452,241278699,0.5642236003807183,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
paises_interes,2020,8532,267659690,0.13984194003425632,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
paises_interes,2020,9607,19472149,0.41619674789786665,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
paises_interes,2021,3003,69853456,0.08276632134170127,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
paises_interes,2021,3004,792227547,0.010834166365076614,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
paises_interes,2021,3006,633651880,0.19780072708984106,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
paises_interes,2021,3208,14701529,0.01984361376228263,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
paises_interes,2021,3212,16838062,0.07019630375340438,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
paises_interes,2021,3215,32397196,0.04915863667083891,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
paises_interes,2021,3305,74634855,0.04856087499924362,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
paises_interes,2021,3406,530235525,0.5464617070039434,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
paises_interes,2021,3809,5026909,0.02241125052124265,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
paises_interes,2021,3810,4593566,0.04849870450086322,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
paises_interes,2021,3904,88840865,0.07055501142399119,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
paises_interes,2021,3920,709932685,0.1101385777556768,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
paises_interes,2021,3921,464251743,0.13964402688327016,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
paises_interes,2021,3926,10560115229,0.5676669104579147,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
paises_interes,2021,4809,4674551,0.041600147500259324,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
paises_interes,2021,4811,135003102,0.08521995612731277,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
paises_interes,2021,4901,483969178,0.24372487294308004,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
paises_interes,2021,4908,90057205,0.5157679939876744,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
paises_interes,2021,4911,425328737,0.3415716805052542,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
paises_interes,2021,5503,171098457,0.21520089574690396,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
paises_interes,2021,6810,1287439057,0.40517506785205054,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
paises_interes,2021,7225,87980575,0.050453292719068975,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
paises_interes,2021,7226,4627484,0.018749606596237728,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
paises_interes,2021,7308,1737015082,0.26928778324771324,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
paises_interes,2021,7309,21372201,0.052841950833193055,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
paises_interes,2021,7607,267683168,0.1863812526864662,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
paises_interes,2021,8211,675418318,0.6684913491390174,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
paises_interes,2021,8452,220814926,0.4820707414309651,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
paises_interes,2021,8532,343550055,0.1357767398513532,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
paises_interes,2021,9607,24150918,0.3860085637579675,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
paises_interes,2022,3003,81220315,0.06968859585524763,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
paises_interes,2022,3004,1047800599,0.013663514925310401,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
paises_interes,2022,3006,394558251,0.1253571481283782,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
paises_interes,2022,3208,10901250,0.013362200384870595,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
paises_interes,2022,3212,22112491,0.09385586710019089,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
paises_interes,2022,3215,33294254,0.04758016907579985,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
paises_interes,2022,3305,108163732,0.06447790851392379,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
paises_interes,2022,3406,530963005,0.5437708336795078,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
paises_interes,2022,3809,5593229,0.028608013852238236,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
paises_interes,2022,3810,8548867,0.08317498722170448,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
paises_interes,2022,3904,180930507,0.1177394380176951,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
paises_interes,2022,3920,882347677,0.12528871499721458,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
paises_interes,2022,3921,429551787,0.12409839051958965,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
paises_interes,2022,3926,11816019844,0.4743592961478235,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
paises_interes,2022,4809,5640153,0.05226941625005025,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
paises_interes,2022,4811,151354931,0.08804951050171275,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
paises_interes,2022,4901,645037188,0.27311133531153475,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
paises_interes,2022,4908,46935855,0.3759976824833477,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
paises_interes,2022,4911,407653992,0.26704553111524576,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
paises_interes,2022,5503,151875019,0.18881362150016778,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
paises_interes,2022,6810,1384668715,0.4149260183858361,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
paises_interes,2022,7225,105344496,0.051084491011498354,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
paises_interes,2022,7226,4068118,0.014395732232242272,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
paises_interes,2022,7308,2024665367,0.24336806592485302,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
paises_interes,2022,7309,28565462,0.05721900946080037,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
paises_interes,2022,7607,388642953,0.19614032179381324,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
paises_interes,2022,8211,615788561,0.6669071002758126,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
paises_interes,2022,8452,242754415,0.5492814599199878,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
paises_interes,2022,8532,427105610,0.1614417867774854,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
paises_interes,2022,9607,33964968,0.49999556164275394,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
paises_interes,2023,3003,48522731,0.026907887864499085,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
paises_interes,2023,3004,945400989,0.013142676753541709,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
paises_interes,2023,3006,277972175,0.09134586416085208,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
paises_interes,2023,3208,11196815,0.013669087028265475,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
paises_interes,2023,3212,10499133,0.05290228092457403,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
paises_interes,2023,3215,41454505,0.0663291350470947,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
paises_interes,2023,3305,102687272,0.061219608568593674,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
paises_interes,2023,3406,567935781,0.5841031270621146,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
paises_interes,2023,3809,3053704,0.014935317400046997,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
paises_interes,2023,3810,3821726,0.036134035644536586,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
paises_interes,2023,3904,115048016,0.09239228463721666,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
paises_interes,2023,3920,839964471,0.14116002368816477,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
paises_interes,2023,3921,350727978,0.10799127547763938,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
paises_interes,2023,3926,8531206171,0.3864098444923513,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
paises_interes,2023,4809,7475904,0.10247578844761457,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
paises_interes,2023,4811,134157868,0.08326483012333086,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
paises_interes,2023,4901,514654879,0.25987651929100153,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
paises_interes,2023,4908,31114189,0.2634073719939083,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
paises_interes,2023,4911,341615971,0.25757100490826107,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
paises_interes,2023,5503,113809257,0.16847179379474408,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
paises_interes,2023,6810,956635071,0.3496303116805933,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
paises_interes,2023,7225,90625285,0.0477428357196953,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
paises_interes,2023,7226,5947693,0.022674932840820165,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
paises_interes,2023,7308,1582385879,0.1872156612738657,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
paises_interes,2023,7309,26386716,0.040339986811600816,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
paises_interes,2023,7607,320474599,0.2212123094849613,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
paises_interes,2023,8211,479713023,0.6473683274263781,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
paises_interes,2023,8452,175923341,0.5101549929716261,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
paises_interes,2023,8532,317857451,0.1310797492637161,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
