tag,year,product_hs92_code_4d,import_value,share_on_total_imports,HS4 ID,HS4,2020,2021,2022,2023
paises_interes,2023,9607,19838075,0.4162133735242005,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
rest_of_world,2020,3003,857519573,0.9181673567019577,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
rest_of_world,2020,3004,69997275053,0.989964844915923,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
rest_of_world,2020,3006,2156891371,0.8039800925144551,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
rest_of_world,2020,3208,605527864,0.9726071372310353,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
rest_of_world,2020,3212,177107291,0.9281667938567929,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
rest_of_world,2020,3215,507847011,0.9645552509939099,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
rest_of_world,2020,3305,1225934299,0.9593783126688421,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
rest_of_world,2020,3406,317967609,0.49598973907954486,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
rest_of_world,2020,3809,176636316,0.9730397850960678,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
rest_of_world,2020,3810,72900193,0.9533912448757481,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
rest_of_world,2020,3904,798378889,0.9371998446864781,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
rest_of_world,2020,3920,4564386747,0.870548041338397,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
rest_of_world,2020,3921,2239922077,0.8599969984676682,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
rest_of_world,2020,3926,6613706588,0.4184272010148976,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
rest_of_world,2020,4809,68971526,0.94750112308064,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
rest_of_world,2020,4811,1185675896,0.9107904421396377,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
rest_of_world,2020,4901,1207152130,0.7651083597229652,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
rest_of_world,2020,4908,84869207,0.6097004148997288,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
rest_of_world,2020,4911,668850117,0.6568226963725652,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
rest_of_world,2020,5503,428263308,0.7607483365282349,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
rest_of_world,2020,6810,1385444615,0.6104860252737032,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
rest_of_world,2020,7225,940720448,0.9743218122388677,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
rest_of_world,2020,7226,150162849,0.9783333058394054,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
rest_of_world,2020,7308,3707185909,0.7136976853221214,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
rest_of_world,2020,7309,329046949,0.9462277248904442,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
rest_of_world,2020,7607,914484049,0.8046136644860323,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
rest_of_world,2020,8211,246385672,0.33806819519625236,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
rest_of_world,2020,8452,186350877,0.4357763996192817,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
rest_of_world,2020,8532,1646356162,0.8601580599657437,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
rest_of_world,2020,9607,27313774,0.5838032521021334,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
rest_of_world,2021,3003,774130605,0.9172336786582987,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
rest_of_world,2021,3004,72330846283,0.9891658336349234,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
rest_of_world,2021,3006,2569834221,0.8021992729101589,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
rest_of_world,2021,3208,726168011,0.9801563862377174,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
rest_of_world,2021,3212,223033001,0.9298036962465956,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
rest_of_world,2021,3215,626636459,0.9508413633291611,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
rest_of_world,2021,3305,1462299045,0.9514391250007563,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
rest_of_world,2021,3406,440071302,0.4535382929960566,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
rest_of_world,2021,3809,219276014,0.9775887494787574,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
rest_of_world,2021,3810,90121665,0.9515012954991368,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
rest_of_world,2021,3904,1170330712,0.9294449885760088,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
rest_of_world,2021,3920,5735880394,0.8898614222443232,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
rest_of_world,2021,3921,2860285320,0.8603559731167298,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
rest_of_world,2021,3926,8042546005,0.43233308954208527,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
rest_of_world,2021,4809,107694065,0.9583998524997407,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
rest_of_world,2021,4811,1449169293,0.9147800438726872,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
rest_of_world,2021,4901,1501750097,0.75627512705692,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
rest_of_world,2021,4908,84550770,0.48423200601232563,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
rest_of_world,2021,4911,819882038,0.6584283194947458,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
rest_of_world,2021,5503,623965413,0.7847991042530961,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
rest_of_world,2021,6810,1890049291,0.5948249321479494,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
rest_of_world,2021,7225,1655821866,0.949546707280931,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
rest_of_world,2021,7226,242176841,0.9812503934037623,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
rest_of_world,2021,7308,4713389244,0.7307122167522867,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
rest_of_world,2021,7309,383082984,0.9471580491668069,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
rest_of_world,2021,7607,1168529778,0.8136187473135338,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
rest_of_world,2021,8211,334943774,0.33150865086098263,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
rest_of_world,2021,8452,237240100,0.5179292585690349,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
rest_of_world,2021,8532,2186707008,0.8642232601486468,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
rest_of_world,2021,9607,38414839,0.6139914362420326,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
rest_of_world,2022,3003,1084254667,0.9303114041447523,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
rest_of_world,2022,3004,75638220877,0.9863364850746896,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
rest_of_world,2022,3006,2752914844,0.8746428518716218,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
rest_of_world,2022,3208,804926210,0.9866377996151294,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
rest_of_world,2022,3212,213488028,0.9061441328998091,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
rest_of_world,2022,3215,666456391,0.9524198309242001,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
rest_of_world,2022,3305,1569367914,0.9355220914860762,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
rest_of_world,2022,3406,445483270,0.45622916632049215,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
rest_of_world,2022,3809,189919435,0.9713919861477618,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
rest_of_world,2022,3810,94232838,0.9168250127782955,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
rest_of_world,2022,3904,1355772148,0.8822605619823048,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
rest_of_world,2022,3920,6160167501,0.8747112850027854,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
rest_of_world,2022,3921,3031829019,0.8759016094804103,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
rest_of_world,2022,3926,13093410497,0.5256407038521764,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
rest_of_world,2022,4809,102265261,0.9477305837499498,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
rest_of_world,2022,4811,1567620338,0.9119504894982873,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
rest_of_world,2022,4901,1716773197,0.7268886646884652,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
rest_of_world,2022,4908,77894316,0.6240023175166522,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
rest_of_world,2022,4911,1118879668,0.7329544688847542,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
rest_of_world,2022,5503,652489718,0.8111863784998322,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
rest_of_world,2022,6810,1952477315,0.5850739816141639,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
rest_of_world,2022,7225,1956817501,0.9489155089885016,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
rest_of_world,2022,7226,278523829,0.9856042677677578,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
rest_of_world,2022,7308,6294689760,0.756631934075147,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
rest_of_world,2022,7309,470664816,0.9427809905391996,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
rest_of_world,2022,7607,1592810679,0.8038596782061868,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
rest_of_world,2022,8211,307561274,0.33309289972418743,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
rest_of_world,2022,8452,199194627,0.4507185400800122,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
rest_of_world,2022,8532,2218464775,0.8385582132225146,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
rest_of_world,2022,9607,33965571,0.5000044383572461,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
rest_of_world,2023,3003,1754767488,0.973092112135501,3003,Unpackaged Medicaments,0.5551227102,0.5525838491,0.6219805047,0.5152879397
rest_of_world,2023,3004,70988270266,0.9868573232464583,3004,Packaged Medicaments,0.621482254,0.633604344,0.8849106495,0.8836421573
rest_of_world,2023,3006,2765101286,0.9086541358391479,3006,Special Pharmaceuticals,0.6167810203,0.5330550931,0.6265587995,0.524166362
rest_of_world,2023,3208,807937263,0.9863309129717345,3208,Nonaqueous Paints,0.2772635628,0.2548113475,0.3610335898,0.3964783144
rest_of_world,2023,3212,187963633,0.947097719075426,3212,Nonaqueous Pigments,0.9565440381,0.8590280912,0.8528939644,0.9154877667
rest_of_world,2023,3215,583527337,0.9336708649529053,3215,Ink,0.4413117343,0.4272315719,0.663183598,0.5413067644
rest_of_world,2023,3305,1574671901,0.9387803914314063,3305,Hair Products,-0.0822522931,0.1745136394,0.3354433214,0.2828834633
rest_of_world,2023,3406,404385295,0.4158968729378854,3406,Candles,0.4257311564,0.3691575808,0.3652071594,0.3042565477
rest_of_world,2023,3809,201408238,0.9850646825999531,3809,Dyeing Finishing Agents,0.4262039727,0.5489677251,0.4986079176,0.4392143696
rest_of_world,2023,3810,101943543,0.9638659643554635,3810,Metal Pickling Preparations,1.6467103608,1.6105787743,1.5518489116,1.6065471248
rest_of_world,2023,3904,1130164357,0.9076077153627834,3904,Vinyl Chloride Polymers,0.5318919181,0.5550609933,0.6117751291,0.6153331094
rest_of_world,2023,3920,5110477085,0.8588399763118353,3920,Raw Plastic Sheeting,0.2585395564,0.2417471838,0.2428215023,0.2726766781
rest_of_world,2023,3921,2897015661,0.8920087245223606,3921,Other Plastic Sheetings,0.6845500222,0.678532811,0.6294443854,0.6179144357
rest_of_world,2023,3926,13546922253,0.6135901555076487,3926,Other Plastic Products,0.9179451249,0.8200213347,0.8875203713,0.8588146199
rest_of_world,2023,4809,65476977,0.8975242115523855,4809,Carbon Paper,0.2958832047,0.2699889448,0.1518085705,0.0161498201
rest_of_world,2023,4811,1477061032,0.9167351698766691,4811,Cellulose Fibers Paper,0.174627852,0.1663888494,0.2779184024,0.3912383666
rest_of_world,2023,4901,1465727498,0.7401234807089985,4901,Brochures,0.6945642139,0.6116287947,0.5226716792,0.4406948791
rest_of_world,2023,4908,87007748,0.7365926280060917,4908,Decals,0.5475125447,0.5086282225,0.7344895002,0.7810525845
rest_of_world,2023,4911,984682271,0.742428995091739,4911,Other Printed Material,0.5751166509,0.7084379285,0.5927604467,0.575010563
rest_of_world,2023,5503,561729683,0.8315282062052559,5503,Unprocessed Synthetic Staple Fibers,0.2460907229,0.2990585946,0.0742255211,0.098988614
rest_of_world,2023,6810,1779498036,0.6503696883194068,6810,Cement Articles,0.4883069337,0.4962610105,0.372511576,0.455855115
rest_of_world,2023,7225,1807571243,0.9522571642803047,7225,Flat Flat-Rolled Steel,1.3847955974,1.3803950226,1.3326932447,1.2601685304
rest_of_world,2023,7226,256354870,0.9773250671591799,7226,Flat-Rolled Iron,1.378368539,1.1256111149,1.1875485657,1.5669411553
rest_of_world,2023,7308,6869823024,0.8127843387261343,7308,Iron Structures,0.450871027,0.4573420714,0.4259297785,0.3320959715
rest_of_world,2023,7309,627721480,0.9596600131883992,7309,Large Iron Containers,0.0925386048,0.0778985891,0.0647064137,0.3873938549
rest_of_world,2023,7607,1128244958,0.7787876905150387,7607,Aluminium Foil,0.5921856501,0.6664365572,0.6512518958,0.8740272865
rest_of_world,2023,8211,261307201,0.35263167257362193,8211,Knives,1.0171582035,0.979615777,1.1868998222,0.9194442304
rest_of_world,2023,8452,168919586,0.4898450070283738,8452,Sewing Machines,0.9521885927,0.9468345917,0.4247425096,0.23961381
rest_of_world,2023,8532,2107059081,0.8689202507362839,8532,Electrical Capacitors,1.1706960297,1.1564568007,1.1256859161,1.158415887
rest_of_world,2023,9607,27825158,0.5837866264757995,9607,Zippers,0.4163142486,0.4281140874,0.3045767187,0.0090577349
