ciiu,tag,year,import_weighted_value,share_on_total_imports,variable,division,seccion,ciiu_nombre,pci,cog,distance,rca
06-X01,paises_interes,2020,75893970.54545456,0.00237805714439883,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,paises_interes,2021,80471985.81818181,0.0014655423448669798,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,paises_interes,2022,254304158.54545456,0.003091794969632861,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,paises_interes,2023,208098994.7272727,0.0030277968126343068,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,rest_of_world,2020,31838381396.7273,0.9976219428556011,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,rest_of_world,2021,54828883653.09095,0.9985344576551329,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,rest_of_world,2022,81996996798.72734,0.9969082050303671,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
06-X01,rest_of_world,2023,68521412133.27278,0.9969722031873656,06-X01,Extracción de petróleo crudo y gas natural,Explotación de minas y canteras,Extracción De Gas Natural,-4.9234158789078775,-4.622802668204207,0.9333942361913172,0.0
10-X01,paises_interes,2020,128556587.7499999,0.07018101647316095,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,paises_interes,2021,137618560.16666657,0.06517489387370728,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,paises_interes,2022,177691626.6666665,0.06809419315514004,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,paises_interes,2023,134249724.49999988,0.04688411358073639,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,rest_of_world,2020,1703229188.666665,0.929818983526839,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,rest_of_world,2021,1973908624.416665,0.9348251061262928,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,rest_of_world,2022,2431805871.333331,0.9319058068448599,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
10-X01,rest_of_world,2023,2729187679.916664,0.9531158864192636,10-X01,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Comidas Y Platos Preparados,1.539049765922791,0.6005242816302929,0.8179409495354271,0.0236113795499317
1010,paises_interes,2020,6861817.058037113,0.036581626544456534,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,paises_interes,2021,8701322.3312492,0.033363748003706895,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,paises_interes,2022,10908909.34564814,0.03028097276525925,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,paises_interes,2023,67058166.251402184,0.1533000184253426,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,rest_of_world,2020,180713687.5384618,0.9634183734555435,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,rest_of_world,2021,252100381.67042455,0.9666362519962931,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,rest_of_world,2022,349347329.1251222,0.9697190272347407,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1010,rest_of_world,2023,370372741.7172073,0.8466999815746573,1010,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración Y Conservación De Carne ,0.074413432551381,0.2676317493653644,0.9935293030642732,0.6927395793181065
1073,paises_interes,2020,243954531.2746031,0.09543318759147254,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,paises_interes,2021,252712173.59841263,0.08899150768032771,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,paises_interes,2022,318818384.69841266,0.10006272890459243,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,paises_interes,2023,259412111.63333327,0.08185488798199042,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,rest_of_world,2020,2312331572.4539676,0.9045668124085275,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,rest_of_world,2021,2587021416.5571423,0.9110084923196723,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,rest_of_world,2022,2867366803.2190466,0.8999372710954074,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1073,rest_of_world,2023,2909758576.0158725,0.9181451120180096,1073,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Cacao Y Chocolate Y De Productos De Confitería ,1.2241326139626834,0.5160761751075663,0.974624215035288,0.3945064599533357
1080,paises_interes,2020,416582470.25,0.282076152827564,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,paises_interes,2021,455514489.75,0.24334569054148972,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,paises_interes,2022,510229550.75,0.22444691301881103,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,paises_interes,2023,373938782.5,0.19418560633378573,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,rest_of_world,2020,1060261517.0,0.717923847172436,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,rest_of_world,2021,1416367805.5,0.7566543094585103,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,rest_of_world,2022,1763045425.0,0.775553086981189,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1080,rest_of_world,2023,1551738354.75,0.8058143936662142,1080,Elaboración de productos alimenticios,Industrias manufactureras,Elaboración De Alimentos Preparados Para Animales ,-0.0777311435992578,0.2088994713999079,0.98899872678253,0.8497069278175695
1102,paises_interes,2020,919699.6363636362,0.0009735973262834018,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,paises_interes,2021,1330491.2727272725,0.0010967067658306743,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,paises_interes,2022,2120147.3636363633,0.0016652127745552248,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,paises_interes,2023,5717557.363636363,0.004835538102896643,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,rest_of_world,2020,943720976.2727271,0.9990264026737166,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,rest_of_world,2021,1211839076.181818,0.9989032932341694,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,rest_of_world,2022,1271078927.272727,0.9983347872254449,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1102,rest_of_world,2023,1176685981.181818,0.9951644618971035,1102,Elaboración de bebidas,Industrias manufactureras,Elaboración De Vinos ,4.452701494953877,1.683083686379635,0.9700936387535448,0.0607165857023298
1610,paises_interes,2020,56060570.29251695,0.02066110857036546,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,paises_interes,2021,74427907.34013598,0.01640254022346904,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,paises_interes,2022,76614610.63265298,0.018901358324202033,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,paises_interes,2023,62473268.401360475,0.025128087820216947,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,rest_of_world,2020,2657277395.1700654,0.9793388914296345,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,rest_of_world,2021,4463156291.578227,0.983597459776531,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,rest_of_world,2022,3976777178.387751,0.981098641675798,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1610,rest_of_world,2023,2423719427.5306096,0.9748719121797831,1610,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras,Aserrado Y Acepilladura De Madera ,-1.4566414408287696,-0.3887337405196333,0.9800986613757277,0.940824434200343
1622,paises_interes,2020,2819029138.591638,0.3652859793216548,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,paises_interes,2021,3637357613.120687,0.36961332777643036,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,paises_interes,2022,4003828501.65449,0.4505388041437713,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,paises_interes,2023,2757013413.4265394,0.2968692944259213,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,rest_of_world,2020,4898291804.92403,0.6347140206783451,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,rest_of_world,2021,6203623054.440175,0.6303866722235697,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,rest_of_world,2022,4882927677.457731,0.5494611958562288,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
1622,rest_of_world,2023,6529947094.759348,0.7031307055740789,1622,"Producción de madera y fabricación de productos de madera y corcho, excepto muebles; fabricación de artículos de paja y de materiales trenzables",Industrias manufactureras, Partes Y Piezas De Carpintería Para Edificios Y Construcciones ,-0.3218684026460222,-0.0395002787735113,0.9110637601216116,0.0618479777856602
17-X01,paises_interes,2020,1446809202.0208678,0.4388038012771291,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,paises_interes,2021,1346694035.5232487,0.3819263805804117,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,paises_interes,2022,1356057446.9189246,0.36038026701784,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,paises_interes,2023,1101502663.510885,0.3287200352326337,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,rest_of_world,2020,1850357317.0702627,0.561196198722871,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,rest_of_world,2021,2179362565.9523664,0.6180736194195884,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,rest_of_world,2022,2406794104.694459,0.6396197329821601,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
17-X01,rest_of_world,2023,2249381205.5887165,0.6712799647673663,17-X01,Fabricación de papel y de productos de papel,Industrias manufactureras, Papel Y Cartón Ondulado Y De Envases De Papel Y Cartón,1.844277806290612,0.6532508611808179,0.752555025412126,0.8127618392630589
1812,paises_interes,2020,124957758.33333321,0.2367107750897769,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,paises_interes,2021,162645633.6666665,0.24385726670553282,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,paises_interes,2022,215834158.99999976,0.272136761215666,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,paises_interes,2023,172589323.33333316,0.2585267850043292,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,rest_of_world,2020,402934384.66666627,0.7632892249102231,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,rest_of_world,2021,504324991.66666615,0.7561427332944671,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,rest_of_world,2022,577275004.3333328,0.727863238784334,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
1812,rest_of_world,2023,494998459.9999994,0.7414732149956709,1812,Impresión y reproducción de grabaciones,Industrias manufactureras,Actividades De Servicios Relacionadas Con La Impresión ,-0.1313215089248676,0.0537838699488993,0.9755680850939844,0.5790422658485446
2012,paises_interes,2020,18099613.827304833,0.03157676208461742,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,paises_interes,2021,24386480.966751914,0.024791352460602316,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,paises_interes,2022,32587798.168067224,0.024329110405520216,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,paises_interes,2023,20509599.195713066,0.02132688493755769,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,rest_of_world,2020,555094489.4440384,0.9684232379153825,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,rest_of_world,2021,959282361.0420166,0.9752086475393976,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,rest_of_world,2022,1306869240.1243453,0.9756708895944798,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2012,rest_of_world,2023,941168548.1644135,0.9786731150624424,2012,Fabricación de sustancias y productos químicos,Industrias manufactureras, Abonos Y Compuestos De Nitrógeno ,1.8779319757974,0.8601357660990742,0.9788636031522564,0.7196574899563136
2029,paises_interes,2020,42447706.819444455,0.05970990720612056,2029,Fabricación de sustancias y productos químicos,Industrias manufactureras, Otros Productos Químicos N.C.P. ,0.5679007590797953,0.4810509617390688,0.9964490077791742,0.707018091020001
2029,paises_interes,2021,46701527.59722223,0.05107520530355152,2029,Fabricación de sustancias y productos químicos,Industrias manufactureras, Otros Productos Químicos N.C.P. ,0.5679007590797953,0.4810509617390688,0.9964490077791742,0.707018091020001
